,radius,star_vc
0,0.01,3.4014216180058447
1,0.1304417670682731,31.483408459482288
2,0.2508835341365462,61.19594934130507
3,0.37132530120481927,91.35834971023756
4,0.49176706827309236,117.96645089916194
5,0.6122088353413655,136.9451288511334
6,0.7326506024096385,150.06441775790898
7,0.8530923694779116,159.22099200399688
8,0.9735341365461847,165.81962150210845
9,1.0939759036144578,170.76758133837518
10,1.214417670682731,174.39356366091812
11,1.334859437751004,177.10126645924754
12,1.455301204819277,178.9917190407497
13,1.5757429718875502,180.2832910244422
14,1.6961847389558231,181.03613425396463
15,1.8166265060240963,181.4129332526938
16,1.9370682730923694,181.50164468629978
17,2.057510040160642,181.27895859415645
18,2.1779518072289155,180.88517230739197
19,2.2983935742971884,180.31505678979144
20,2.4188353413654617,179.6324767169814
21,2.5392771084337347,178.8321701971931
22,2.6597188755020076,177.99049012873266
23,2.780160642570281,177.08486267891968
24,2.900602409638554,176.17332936937163
25,3.021044176706827,175.21778000189025
26,3.1414859437751,174.24974711223032
27,3.261927710843373,173.25375566115906
28,3.382369477911646,172.27184466121594
29,3.5028112449799194,171.29645973999874
30,3.6232530120481923,170.34706267779558
31,3.7436947791164656,169.42465741362975
32,3.8641365461847386,168.50976539734165
33,3.9845783132530115,167.6204972551619
34,4.105020080321284,166.74032500885534
35,4.225461847389558,165.90975102105796
36,4.345903614457831,165.12697291515528
37,4.466345381526104,164.3368609693245
38,4.586787148594377,163.5803621175072
39,4.70722891566265,162.87553467866505
40,4.827670682730924,162.20769415482852
41,4.948112449799196,161.60323688481984
42,5.0685542168674695,161.04112769418177
43,5.188995983935743,160.52670364967454
44,5.309437751004015,160.0804178820227
45,5.429879518072289,159.6885798080699
46,5.550321285140562,159.31786498245742
47,5.670763052208835,158.9802961315947
48,5.791204819277108,158.67059511191584
49,5.911646586345381,158.39170848654595
50,6.032088353413654,158.1312098570551
51,6.152530120481927,157.8845850050124
52,6.2729718875502005,157.65208021550652
53,6.393413654618473,157.42837872512314
54,6.513855421686746,157.1956811713097
55,6.63429718875502,156.95530045277408
56,6.754738955823292,156.72478994305402
57,6.875180722891566,156.47519446571798
58,6.995622489959839,156.22542701878436
59,7.116064257028112,155.9727220557825
60,7.236506024096385,155.70893143789363
61,7.356947791164658,155.45321344931622
62,7.4773895582329315,155.17531777368572
63,7.597831325301204,154.8950797352992
64,7.718273092369477,154.60716372245483
65,7.838714859437751,154.31571645658872
66,7.959156626506023,154.01637852915584
67,8.079598393574297,153.7140843497879
68,8.200040160642569,153.4046508383773
69,8.320481927710842,153.08079030373543
70,8.440923694779116,152.75058468037
71,8.56136546184739,152.41510941903815
72,8.681807228915662,152.08807930792992
73,8.802248995983936,151.7531515616783
74,8.922690763052207,151.4290575149801
75,9.04313253012048,151.11796824119315
76,9.163574297188754,150.8215830689736
77,9.284016064257028,150.5330515322516
78,9.4044578313253,150.2516079997375
79,9.524899598393574,149.97489976581608
80,9.645341365461848,149.69762020196538
81,9.76578313253012,149.42148229989022
82,9.886224899598393,149.1510245278351
83,10.006666666666666,148.87604636470527
84,10.12710843373494,148.60703026141144
85,10.247550200803213,148.33656754112235
86,10.367991967871486,148.0626415173934
87,10.488433734939758,147.78663077264906
88,10.608875502008031,147.50453685089877
89,10.729317269076304,147.22225508817237
90,10.849759036144578,146.9319672793208
91,10.970200803212851,146.6486911117415
92,11.090642570281124,146.35617226589096
93,11.211084337349396,146.074125238953
94,11.33152610441767,145.78706562650868
95,11.451967871485943,145.50510971736975
96,11.572409638554216,145.22513356747154
97,11.69285140562249,144.94842135807463
98,11.813293172690763,144.67092820881618
99,11.933734939759036,144.39023477933713
100,12.054176706827308,144.1210073787883
101,12.174618473895581,143.85159959360078
102,12.295060240963855,143.57623908031135
103,12.415502008032128,143.2976292788985
104,12.535943775100401,143.01420388136575
105,12.656385542168675,142.7262221863069
106,12.776827309236946,142.43883130861136
107,12.89726907630522,142.149139053401
108,13.017710843373493,141.84990173911856
109,13.138152610441766,141.54928497970485
110,13.25859437751004,141.24632696174928
111,13.379036144578313,140.94095122345533
112,13.499477911646585,140.62500190765027
113,13.619919678714858,140.30978204555538
114,13.740361445783131,139.9909871398012
115,13.860803212851405,139.6689177676425
116,13.981244979919678,139.34262273192917
117,14.101686746987951,139.00928205734743
118,14.222128514056225,138.6754973222641
119,14.342570281124496,138.33217960676632
120,14.46301204819277,137.98728698732734
121,14.583453815261043,137.63608284583034
122,14.703895582329316,137.28274953815622
123,14.82433734939759,136.92792538991912
124,14.944779116465863,136.5721996137348
125,15.065220883534135,136.22119482321153
126,15.185662650602408,135.8717697042423
127,15.306104417670682,135.52262098645917
128,15.426546184738955,135.17365981702224
129,15.546987951807228,134.82746283885766
130,15.667429718875502,134.48573872621046
131,15.787871485943775,134.1425564085041
132,15.908313253012047,133.8013230640814
133,16.02875502008032,133.46082881139517
134,16.149196787148597,133.11961762280578
135,16.26963855421687,132.77647387103556
136,16.39008032128514,132.43420124897142
137,16.510522088353415,132.0896627038484
138,16.630963855421687,131.7455513649717
139,16.751405622489962,131.39932534312575
140,16.871847389558233,131.0527702810108
141,16.992289156626505,130.70484808166384
142,17.11273092369478,130.35593627214215
143,17.233172690763052,130.00756506099194
144,17.353614457831327,129.65741052374355
145,17.4740562248996,129.3088665344739
146,17.594497991967874,128.96326350143732
147,17.714939759036145,128.61618593946073
148,17.835381526104417,128.2686338212842
149,17.955823293172692,127.92130319341317
150,18.076265060240964,127.57657450194806
151,18.19670682730924,127.23029405509571
152,18.31714859437751,126.88593215782659
